FinalID,EffectiveEffortLevel_SAFIT1,EffectiveEffortLevel_SAFIT2,Class,Order,ToleranceValue,FunctionalFeedingGroup
Podmosta delicatula,Podmosta delicatula,Podmosta delicatula,Insecta,Plecoptera,2,SH
Podmosta obscura,Podmosta,Podmosta,Insecta,Plecoptera,2,SH
Podocopida,Ostracoda,Podocopida,Ostracoda,Podocopida,8,CG
Podonominae,Chironomidae,Podonominae,Insecta,Diptera,6,CG
Polycelis,Polycelis,Polycelis,Turbellaria,Tricladida,6,CG
Polycelis coronata,Polycelis,Polycelis,Turbellaria,Tricladida,1,OM
Polycentropodidae,Polycentropodidae,Polycentropodidae,Insecta,Trichoptera,6,P
Polycentropus,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polycentropus arizonensis,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polycentropus aztecus,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polycentropus cinereus,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polycentropus denningi,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polycentropus flavus,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polycentropus gertschi,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polycentropus halidus,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polycentropus remotus,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polycentropus variegatus,Polycentropus,Polycentropus,Insecta,Trichoptera,6,P
Polypedilum,Chironomidae,Polypedilum,Insecta,Diptera,6,OM
Polypedilum albicorne,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum albinodus,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum angustum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum apicatum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum artifer,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum aviceps,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum californicum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum cinctum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum cultellatum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum digitifer,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum halterale,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum illinoense,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum isocerus,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum labeculosum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum laetum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum obelos,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum ophioides,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum parvum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum pedatum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum pterospilus,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum scalaenum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum sulaceps,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum trigonus,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum tritum,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polypedilum vibex,Chironomidae,Polypedilum,Insecta,Diptera,6,CG
Polyplectropus,Polyplectropus,Polyplectropus,Insecta,Trichoptera,6,P
Polyplectropus charlesi,Polyplectropus charlesi,Polyplectropus charlesi,Insecta,Trichoptera,6,P
Pomacea paludosa,Pomacea,Pomacea,Gastropoda,Architaenioglossa,,SC
Pomatiopsis,Pomatiopsis,Pomatiopsis,Gastropoda,Hypsogastropoda,,SC
Pomoleuctra,Pomoleuctra,Pomoleuctra,Insecta,Plecoptera,0,SH
Pomoleuctra andersoni,Pomoleuctra,Pomoleuctra,Insecta,Plecoptera,0,SH
Pomoleuctra purcellana,Pomoleuctra,Pomoleuctra,Insecta,Plecoptera,0,SH
Postelichus,Postelichus,Postelichus,Insecta,Coleoptera,5,SH
Postelichus confluentus,Postelichus,Postelichus,Insecta,Coleoptera,5,SH
Postelichus immsi,Postelichus,Postelichus,Insecta,Coleoptera,5,SH
Postelichus productus,Postelichus,Postelichus,Insecta,Coleoptera,5,SH
Potamopyrgus,Potamopyrgus,Potamopyrgus,Gastropoda,Hypsogastropoda,,SC
Potamopyrgus antipodarum,Potamopyrgus antipodarum,Potamopyrgus antipodarum,Gastropoda,Hypsogastropoda,8,SC
Potthastia,Chironomidae,Potthastia,Insecta,Diptera,2,CG
Potthastia gaedii group,Chironomidae,Potthastia gaedii group,Insecta,Diptera,2,CG
Potthastia longimana group,Chironomidae,Potthastia longimana group,Insecta,Diptera,2,CG
Prionocera,Prionocera,Prionocera,Insecta,Diptera,4,SH
Prionocera oregonica,Prionocera,Prionocera,Insecta,Diptera,4,SH
Prionocyphon,Prionocyphon,Prionocyphon,Insecta,Coleoptera,,SC
Pristina,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Pristina aequiseta,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Pristina breviseta,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Pristina foreli,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Pristina leidyi,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Pristina osborni,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Pristina sima,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Pristinella,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Pristinella jenkinae,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Probezzia,Probezzia,Probezzia,Insecta,Diptera,6,P
Procambarus,Procambarus,Procambarus,Malacostraca,Decapoda,8,SH
Procambarus acutus,Procambarus,Procambarus,Malacostraca,Decapoda,8,SH
Procambarus alleni,Procambarus,Procambarus,Malacostraca,Decapoda,,SH
Procambarus clarkii,Procambarus,Procambarus,Malacostraca,Decapoda,8,SH
Procambarus fallax,Procambarus,Procambarus,Malacostraca,Decapoda,,SH
Procambarus pygmaeus,Procambarus,Procambarus,Malacostraca,Decapoda,,SH
Procambarus spiculifer,Procambarus,Procambarus,Malacostraca,Decapoda,,SH
Procladius,Chironomidae,Procladius,Insecta,Diptera,9,P
Procladius barbatulus,Chironomidae,Procladius,Insecta,Diptera,9,P
Procladius bellus,Chironomidae,Procladius,Insecta,Diptera,9,P
Procladius culiciformis,Chironomidae,Procladius,Insecta,Diptera,9,P
Procladius denticulatus,Chironomidae,Procladius,Insecta,Diptera,9,P
Procladius freemani,Chironomidae,Procladius,Insecta,Diptera,9,P
Procladius sublettei,Chironomidae,Procladius,Insecta,Diptera,9,P
Procloeon,Procloeon,Procloeon,Insecta,Ephemeroptera,4,CG
Procloeon pennulatum,Procloeon,Procloeon pennulatum,Insecta,Ephemeroptera,4,CG
Procloeon rivulare,Procloeon,Procloeon rivulare,Insecta,Ephemeroptera,4,CG
Procloeon venosum,Procloeon venosum,Procloeon venosum,Insecta,Ephemeroptera,4,CG
Prodiamesa,Chironomidae,Prodiamesa,Insecta,Diptera,3,CG
Prodiamesinae,Chironomidae,Prodiamesinae,Insecta,Diptera,6,CG
Progomphus,Progomphus,Progomphus,Insecta,Odonata,4,P
Progomphus borealis,Progomphus borealis,Progomphus borealis,Insecta,Odonata,4,P
Promenetus,Promenetus,Promenetus,Gastropoda,Basommatophora,7,CG
Promenetus exacuous,Promenetus,Promenetus,Gastropoda,Basommatophora,,CG
Promenetus umbilicatellus,Promenetus,Promenetus,Gastropoda,Basommatophora,,CG
Prosimulium,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium caudatum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium constrictistylum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium davesi,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium dicentum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium dicum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium doveri,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium esselbaughi,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium exigens,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium flaviantennus,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium formosum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium frohnei,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium fulvithorax,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium fulvum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium idemai,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium imposter,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium longirostrum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium minifulvum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium rusticum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium secretum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium shewelli,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium travisi,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium uinta,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prosimulium unicum,Prosimulium,Prosimulium,Insecta,Diptera,3,CF
Prostoia,Prostoia,Prostoia,Insecta,Plecoptera,2,SH
Prostoia besametsa,Prostoia besametsa,Prostoia besametsa,Insecta,Plecoptera,2,SH
Prostoma,Prostoma,Prostoma,Enopla,Hoplonemertea,8,P
Prostoma graecense,Prostoma,Prostoma,Enopla,Hoplonemertea,8,P
Prostoma rubrum,Prostoma,Prostoma,Enopla,Hoplonemertea,,P
Protanypus,Chironomidae,Protanypus,Insecta,Diptera,6,CG
Protochauliodes,Protochauliodes,Protochauliodes,Insecta,Megaloptera,0,P
Protochauliodes aridus,Protochauliodes,Protochauliodes,Insecta,Megaloptera,0,P
Protochauliodes cascadius,Protochauliodes,Protochauliodes,Insecta,Megaloptera,0,P
Protochauliodes infuscatus,Protochauliodes,Protochauliodes,Insecta,Megaloptera,0,P
Protochauliodes minimus,Protochauliodes,Protochauliodes,Insecta,Megaloptera,0,P
Protochauliodes montivagus,Protochauliodes,Protochauliodes,Insecta,Megaloptera,0,P
Protochauliodes simplus,Protochauliodes,Protochauliodes,Insecta,Megaloptera,0,P
Protochauliodes spenceri,Protochauliodes,Protochauliodes,Insecta,Megaloptera,0,P
Protoptila,Protoptila,Protoptila,Insecta,Trichoptera,1,SC
Protoptila balmorhea,Protoptila,Protoptila,Insecta,Trichoptera,1,SC
Protoptila coloma,Protoptila,Protoptila,Insecta,Trichoptera,1,SC
Protoptila erotica,Protoptila,Protoptila,Insecta,Trichoptera,1,SC
Protzia,Protzia,Protzia,Arachnida,Trombidiformes,8,P
Psectrocladius,Chironomidae,Psectrocladius,Insecta,Diptera,8,CG
Psectrocladius barbimanus,Chironomidae,Psectrocladius,Insecta,Diptera,8,CG
Psectrocladius brevicosta,Chironomidae,Psectrocladius,Insecta,Diptera,8,CG
Psectrocladius spinifer,Chironomidae,Psectrocladius,Insecta,Diptera,8,CG
Psectrocladius vernalis,Chironomidae,Psectrocladius,Insecta,Diptera,8,CG
Psectrotanypus,Chironomidae,Psectrotanypus,Insecta,Diptera,10,P
Psectrotanypus discolor,Chironomidae,Psectrotanypus,Insecta,Diptera,10,P
Psectrotanypus dyari,Chironomidae,Psectrotanypus,Insecta,Diptera,10,P
Psephenidae,Psephenidae,Psephenidae,Insecta,Coleoptera,4,SC
Psephenus,Psephenus,Psephenus,Insecta,Coleoptera,4,SC
Psephenus arizonensis,Psephenus,Psephenus,Insecta,Coleoptera,4,SC
Psephenus falli,Psephenus falli,Psephenus falli,Insecta,Coleoptera,4,SC
Psephenus minckleyi,Psephenus,Psephenus,Insecta,Coleoptera,4,SC
Psephenus montanus,Psephenus,Psephenus,Insecta,Coleoptera,4,SC
Psephenus murvoshi,Psephenus,Psephenus,Insecta,Coleoptera,4,SC
Pseudochironomini,Chironomidae,Pseudochironomini,Insecta,Diptera,,CG
Pseudochironomus,Chironomidae,Pseudochironomus,Insecta,Diptera,5,CG
Pseudochironomus richardsoni,Chironomidae,Pseudochironomus,Insecta,Diptera,5,CG
Pseudocloeon,Pseudocloeon,Pseudocloeon,Insecta,Ephemeroptera,4,CG
Pseudocloeon apache,Pseudocloeon,Pseudocloeon apache,Insecta,Ephemeroptera,4,CG
Pseudocloeon dardanum,Pseudocloeon,Pseudocloeon dardanum,Insecta,Ephemeroptera,4,CG
Pseudocloeon propinquum,Pseudocloeon,Pseudocloeon propinquum,Insecta,Ephemeroptera,,CG
Pseudocorixa,Pseudocorixa,Pseudocorixa,Insecta,Hemiptera,8,P
Pseudocorixa beameri,Pseudocorixa beameri,Pseudocorixa beameri,Insecta,Hemiptera,8,P
Pseudodiamesa,Chironomidae,Pseudodiamesa,Insecta,Diptera,6,CG
Pseudodiamesa branickii,Chironomidae,Pseudodiamesa,Insecta,Diptera,6,CG
Pseudoleon,Pseudoleon,Pseudoleon,Insecta,Odonata,9,P
Pseudoleon superbus,Pseudoleon superbus,Pseudoleon superbus,Insecta,Odonata,9,P
Pseudolimnophila,Pseudolimnophila,Pseudolimnophila,Insecta,Diptera,4,SH
Pseudorthocladius,Chironomidae,Pseudorthocladius,Insecta,Diptera,0,CG
Pseudorthocladius dumicaudus,Chironomidae,Pseudorthocladius,Insecta,Diptera,0,CG
Pseudorthocladius uniserratus,Chironomidae,Pseudorthocladius,Insecta,Diptera,0,CG
Pseudosmittia,Chironomidae,Pseudosmittia,Insecta,Diptera,6,CG
Pseudosmittia forcipata,Chironomidae,Pseudosmittia,Insecta,Diptera,6,CG
Pseudosmittia nanseni,Chironomidae,Pseudosmittia,Insecta,Diptera,6,CG
Pseudostenophylax,Pseudostenophylax,Pseudostenophylax,Insecta,Trichoptera,1,SH
Pseudostenophylax edwardsi,Pseudostenophylax edwardsi,Pseudostenophylax edwardsi,Insecta,Trichoptera,1,SH
Pseudotorrenticola,Pseudotorrenticola,Pseudotorrenticola,Arachnida,Trombidiformes,5,P
Psilometriocnemus,Chironomidae,Psilometriocnemus,Insecta,Diptera,5,CG
Psorophora,Psorophora,Psorophora,Insecta,Diptera,,OM
Psorophora columbiae,Psorophora,Psorophora,Insecta,Diptera,,OM
Psorophora discolor,Psorophora,Psorophora,Insecta,Diptera,,OM
Psorophora howardii,Psorophora,Psorophora,Insecta,Diptera,,OM
Psorophora signipennis,Psorophora,Psorophora,Insecta,Diptera,,OM
Psychoda,Psychoda,Psychoda,Insecta,Diptera,10,CG
Psychodidae,Psychodidae,Psychodidae,Insecta,Diptera,10,CG
Psychoglypha,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,SH
Psychoglypha alascensis,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,SH
Psychoglypha avigo,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,SH
Psychoglypha bella,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,CG
Psychoglypha browni,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,SH
Psychoglypha klamathi,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,SH
Psychoglypha leechi,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,SH
Psychoglypha mazamae,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,CG
Psychoglypha ormiae,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,SH
Psychoglypha prita,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,SH
Psychoglypha schuhi,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,SH
Psychoglypha subborealis,Psychoglypha,Psychoglypha,Insecta,Trichoptera,2,CG
Psychomyia,Psychomyia,Psychomyia,Insecta,Trichoptera,2,CG
Psychomyia flavida,Psychomyia,Psychomyia flavida,Insecta,Trichoptera,2,CG
Psychomyia lumina,Psychomyia,Psychomyia lumina,Insecta,Trichoptera,2,CG
Psychomyia nomada,Psychomyia,Psychomyia nomada,Insecta,Trichoptera,2,CG
Psychomyiidae,Psychomyiidae,Psychomyiidae,Insecta,Trichoptera,2,SC
Pteronarcella,Pteronarcella,Pteronarcella,Insecta,Plecoptera,0,OM
Pteronarcella badia,Pteronarcella,Pteronarcella badia,Insecta,Plecoptera,0,OM
Pteronarcella regularis,Pteronarcella,Pteronarcella regularis,Insecta,Plecoptera,0,OM
Pteronarcyidae,Pteronarcyidae,Pteronarcyidae,Insecta,Plecoptera,0,OM
Pteronarcys,Pteronarcys,Pteronarcys,Insecta,Plecoptera,0,OM
Pteronarcys californica,Pteronarcys,Pteronarcys californica,Insecta,Plecoptera,1,OM
Pteronarcys princeps,Pteronarcys,Pteronarcys princeps,Insecta,Plecoptera,0,OM
Ptiliidae,Ptiliidae,Ptiliidae,Insecta,Coleoptera,,SC
Ptilodactylidae,Ptilodactylidae,Ptilodactylidae,Insecta,Coleoptera,,SH
Ptilostomis,Ptilostomis,Ptilostomis,Insecta,Trichoptera,4,SH
Ptilostomis ocellifera,Ptilostomis ocellifera,Ptilostomis ocellifera,Insecta,Trichoptera,4,SH
Ptychoptera,Ptychoptera,Ptychoptera,Insecta,Diptera,7,CG
Ptychoptera byersi,Ptychoptera,Ptychoptera,Insecta,Diptera,7,CG
Ptychoptera lenis,Ptychoptera,Ptychoptera,Insecta,Diptera,7,CG
Ptychoptera minor,Ptychoptera,Ptychoptera,Insecta,Diptera,7,CG
Ptychoptera monoensis,Ptychoptera,Ptychoptera,Insecta,Diptera,7,CG
Ptychoptera pendula,Ptychoptera,Ptychoptera,Insecta,Diptera,7,CG
Ptychoptera sculleni,Ptychoptera,Ptychoptera,Insecta,Diptera,7,CG
Ptychoptera townesi,Ptychoptera,Ptychoptera,Insecta,Diptera,7,CG
Ptychoptera uta,Ptychoptera,Ptychoptera,Insecta,Diptera,7,CG
Ptychopteridae,Ptychopteridae,Ptychopteridae,Insecta,Diptera,7,CG
Pycnopsyche,Pycnopsyche,Pycnopsyche,Insecta,Trichoptera,2,SH
Pycnopsyche guttifer,Pycnopsyche guttifer,Pycnopsyche guttifer,Insecta,Trichoptera,2,SH
Pyrgulopsis,Pyrgulopsis,Pyrgulopsis,Gastropoda,Hypsogastropoda,,SC
Pyrgulopsis archimedis,Pyrgulopsis,Pyrgulopsis,Gastropoda,Hypsogastropoda,,SC
Pyrrhalta,Pyrrhalta,Pyrrhalta,Insecta,Coleoptera,,SH
Quadrula,Quadrula,Quadrula,Bivalvia,Unionoida,,CF
Quadrula cylindrica,Quadrula,Quadrula,Bivalvia,Unionoida,,CF
Quistadrilus,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Quistadrilus multisetosus,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Radotanypus,Chironomidae,Radotanypus,Insecta,Diptera,7,P
Radotanypus florens,Chironomidae,Radotanypus,Insecta,Diptera,7,P
Radotanypus submarginella,Chironomidae,Radotanypus,Insecta,Diptera,7,P
Ramellogammarus,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,4,CG
Ramellogammarus californicus,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,4,CG
Ramellogammarus campestris,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,,CG
Ramellogammarus columbianus,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,4,CG
Ramellogammarus littoralis,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,,CG
Ramellogammarus oregonensis,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,4,CG
Ramellogammarus ramellus,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,4,CG
Ramellogammarus setosus,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,,CG
Ramellogammarus similimanus,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,,CG
Ramellogammarus vancouverensis,Ramellogammarus,Ramellogammarus,Malacostraca,Amphipoda,,CG
Ramphocorixa,Ramphocorixa,Ramphocorixa,Insecta,Hemiptera,8,P
Ramphocorixa rotundocephala,Ramphocorixa rotundocephala,Ramphocorixa rotundocephala,Insecta,Hemiptera,8,P
Ranatra,Ranatra,Ranatra,Insecta,Hemiptera,,P
Ranatra brevicollis,Ranatra,Ranatra,Insecta,Hemiptera,,P
Ranatra fusca,Ranatra,Ranatra,Insecta,Hemiptera,,P
Ranatra montezuma,Ranatra,Ranatra,Insecta,Hemiptera,,P
Ranatra quadridentata,Ranatra,Ranatra,Insecta,Hemiptera,,P
Remartinia,Remartinia,Remartinia,Insecta,Odonata,5,P
Remartinia luteipennis,Remartinia luteipennis,Remartinia luteipennis,Insecta,Odonata,5,P
Reomyia,Chironomidae,Reomyia,Insecta,Diptera,7,P
Reomyia wartinbei,Chironomidae,Reomyia,Insecta,Diptera,7,P
Rhabdomastix,Rhabdomastix,Rhabdomastix,Insecta,Diptera,3,P
Rhagovelia,Rhagovelia,Rhagovelia,Insecta,Hemiptera,6,P
Rhagovelia becki,Rhagovelia,Rhagovelia,Insecta,Hemiptera,6,P
Rhagovelia choreutes,Rhagovelia,Rhagovelia,Insecta,Hemiptera,6,P
Rhagovelia distincta,Rhagovelia,Rhagovelia,Insecta,Hemiptera,6,P
Rhagovelia varipes,Rhagovelia,Rhagovelia,Insecta,Hemiptera,6,P
Rhantus,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rhantus anisonychus,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rhantus atricolor,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rhantus binotatus,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rhantus consimilis,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rhantus gutticollis,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rhantus sericans,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rhantus sinuatus,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rhantus suturellus,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rhantus wallisi,Rhantus,Rhantus,Insecta,Coleoptera,5,P
Rheocricotopus,Chironomidae,Rheocricotopus,Insecta,Diptera,6,OM
Rheocricotopus pauciseta,Chironomidae,Rheocricotopus,Insecta,Diptera,6,CG
Rheopelopia,Chironomidae,Rheopelopia,Insecta,Diptera,4,P
Rheosmittia,Chironomidae,Rheosmittia,Insecta,Diptera,6,CG
Rheotanytarsus,Chironomidae,Rheotanytarsus,Insecta,Diptera,6,CF
Rheumatobates,Rheumatobates,Rheumatobates,Insecta,Hemiptera,,P
Rheumatobates hungerfordi,Rheumatobates,Rheumatobates,Insecta,Hemiptera,,P
Rhionaeshna,Rhionaeshna,Rhionaeshna,Insecta,Odonata,5,P
Rhionaeshna californica,Rhionaeshna,Rhionaeshna,Insecta,Odonata,5,P
Rhionaeshna dugesi,Rhionaeshna,Rhionaeshna,Insecta,Odonata,5,P
Rhionaeshna multicolor,Rhionaeshna,Rhionaeshna,Insecta,Odonata,5,P
Rhionaeshna psillus,Rhionaeshna,Rhionaeshna,Insecta,Odonata,5,P
Rhithrogena,Rhithrogena,Rhithrogena,Insecta,Ephemeroptera,0,SC
Rhithrogena decora,Rhithrogena,Rhithrogena,Insecta,Ephemeroptera,0,SC
Rhithrogena flavianula,Rhithrogena,Rhithrogena,Insecta,Ephemeroptera,0,SC
Rhithrogena hageni,Rhithrogena,Rhithrogena,Insecta,Ephemeroptera,0,SC
Rhithrogena morrisoni,Rhithrogena,Rhithrogena,Insecta,Ephemeroptera,0,SC
Rhithrogena plana,Rhithrogena,Rhithrogena,Insecta,Ephemeroptera,0,SC
Rhithrogena robusta,Rhithrogena,Rhithrogena,Insecta,Ephemeroptera,0,SC
Rhithrogena undulata,Rhithrogena,Rhithrogena,Insecta,Ephemeroptera,0,SC
Rhithrogena virilis,Rhithrogena,Rhithrogena,Insecta,Ephemeroptera,0,SC
Rhizelmis,Rhizelmis,Rhizelmis,Insecta,Coleoptera,2,SC
Rhizelmis nigra,Rhizelmis nigra,Rhizelmis nigra,Insecta,Coleoptera,2,SC
Rhyacodrilus,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Rhyacodrilus sodalis,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Rhyacophila,Rhyacophila,Rhyacophila,Insecta,Trichoptera,0,P
Rhyacophila alberta,Rhyacophila,Rhyacophila alberta group,Insecta,Trichoptera,0,P
Rhyacophila alberta group,Rhyacophila,Rhyacophila alberta group,Insecta,Trichoptera,0,P
Rhyacophila amabilis,Rhyacophila,Rhyacophila coloradensis group,Insecta,Trichoptera,2,P
Rhyacophila angelita,Rhyacophila,Rhyacophila angelita group,Insecta,Trichoptera,0,P
Rhyacophila angelita group,Rhyacophila,Rhyacophila angelita group,Insecta,Trichoptera,0,P
Rhyacophila arcella,Rhyacophila,Rhyacophila betteni group,Insecta,Trichoptera,1,P
Rhyacophila ardala,Rhyacophila,Rhyacophila betteni group,Insecta,Trichoptera,1,P
Rhyacophila arnaudi,Rhyacophila,Rhyacophila arnaudi,Insecta,Trichoptera,0,P
Rhyacophila balosa,Rhyacophila,Rhyacophila viquaea group,Insecta,Trichoptera,0,P
Rhyacophila basalis,Rhyacophila,Rhyacophila oreta group,Insecta,Trichoptera,0,P
Rhyacophila betteni,Rhyacophila,Rhyacophila betteni group,Insecta,Trichoptera,1,P
Rhyacophila betteni group,Rhyacophila,Rhyacophila betteni group,Insecta,Trichoptera,1,P
Rhyacophila bifila,Rhyacophila,Rhyacophila bifila,Insecta,Trichoptera,2,P
Rhyacophila blarina,Rhyacophila,Rhyacophila sibirica group,Insecta,Trichoptera,1,P
Rhyacophila brunnea,Rhyacophila,Rhyacophila brunnea group,Insecta,Trichoptera,1,P
Rhyacophila brunnea group,Rhyacophila,Rhyacophila brunnea group,Insecta,Trichoptera,1,P
Rhyacophila californica,Rhyacophila,Rhyacophila betteni group,Insecta,Trichoptera,1,P
Rhyacophila cerita,Rhyacophila,Rhyacophila betteni group,Insecta,Trichoptera,1,P
Rhyacophila chandleri,Rhyacophila,Rhyacophila chandleri,Insecta,Trichoptera,0,P
Rhyacophila chilsia,Rhyacophila,Rhyacophila betteni group,Insecta,Trichoptera,1,P
Rhyacophila chordata,Rhyacophila,Rhyacophila rotunda group,Insecta,Trichoptera,0,P
Rhyacophila colonus,Rhyacophila,Rhyacophila sibirica group,Insecta,Trichoptera,0,P
Rhyacophila coloradensis,Rhyacophila,Rhyacophila coloradensis,Insecta,Trichoptera,2,P
Rhyacophila coloradensis group,Rhyacophila,Rhyacophila coloradensis group,Insecta,Trichoptera,2,P
Rhyacophila darbyi,Rhyacophila,Rhyacophila darbyi,Insecta,Trichoptera,0,P
Rhyacophila ebria,Rhyacophila,Rhyacophila rotunda group,Insecta,Trichoptera,0,P
Rhyacophila ecosa,Rhyacophila,Rhyacophila ecosa group,Insecta,Trichoptera,0,P
Rhyacophila ecosa group,Rhyacophila,Rhyacophila ecosa group,Insecta,Trichoptera,0,P
Rhyacophila fenderi,Rhyacophila,Rhyacophila betteni group,Insecta,Trichoptera,1,P
Rhyacophila gemona,Rhyacophila,Rhyacophila vemna group,Insecta,Trichoptera,0,P
