StationCode,SampleID,Taxa,DistinctCode,Result,STE,distinct,Replicate 1,Replicate 2,Replicate 3,Replicate 4,Replicate 5,Replicate 6,Replicate 7,Replicate 8,Replicate 9,Replicate 10,Replicate 11,Replicate 12,Replicate 13,Replicate 14,Replicate 15,Replicate 16,Replicate 17,Replicate 18,Replicate 19,Replicate 20,MaxTol,Class,Order,FunctionalFeedingGroup,Family,subfamily
907SDR000,907SDR000,Limnophyes,,1,Orthocladiinae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Insecta,Diptera,CG,Chironomidae,Orthocladiinae
907SDR000,907SDR000,Macrocyclops albidus,,32,Macrocyclops,Distinct,32,30,32,30,32,32,32,32,31,32,32,32,32,32,31,32,32,32,32,32,8,Maxillopoda,Calanoida,CG,Cyclopidae,
907SDR000,907SDR000,Ostracoda,,3,Ostracoda,Distinct,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,Ostracoda,,CG,,
907SDR000,907SDR000,Paraphaenocladius,,1,Orthocladiinae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,Insecta,Diptera,CG,Chironomidae,Orthocladiinae
907SDR000,907SDR000,Physa,,14,Physa,Distinct,13,14,14,14,13,14,14,14,13,14,14,14,14,13,14,14,13,13,14,14,8,Gastropoda,Basommatophora,SC,Physidae,
907SDR000,907SDR000,Pristina leidyi,,2,Pristina,Distinct,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,10,Oligochaeta,Tubificida,CG,Naididae,
907SDR000,907SDR000,Procladius,,1,Tanypodinae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,Insecta,Diptera,P,Chironomidae,Tanypodinae
907SDR000,907SDR000,Prostoma,,3,Prostoma,Distinct,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,8,Enopla,Hoplonemertea,P,Tetrastemmatidae,
907SDR000,907SDR000,Scirtidae,,1,Scirtidae,Distinct,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,Insecta,Coleoptera,SC,Scirtidae,
907SDR000,907SDR000,Simocephalus,,21,Simocephalus,Distinct,21,21,21,21,21,21,21,20,21,21,21,21,21,21,20,20,21,21,21,21,8,Branchipoda,Cladocera,CF,Daphniidae,
907SDR000,907SDR000,Sphaeromias,,1,Sphaeromias,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,Insecta,Diptera,P,Ceratopogonidae,Ceratopogoninae
907SDR000,907SDR000,Syrphidae,,1,Syrphidae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Insecta,Diptera,CG,Syrphidae,
907SDR000,907SDR000,Tanypus,,3,Tanypodinae,Distinct,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,Insecta,Diptera,P,Chironomidae,Tanypodinae
907SDR000,907SDR000,Tipulidae,,2,Tipulidae,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,Insecta,Diptera,SH,Tipulidae,
907SDR000,907SDR000,Tramea,,10,Tramea,Distinct,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,9,Insecta,Odonata,P,Libellulidae,
907SDR000,907SDR000,Tubificidae,,36,Tubificidae,Non-Distinct,36,35,35,35,36,35,36,36,36,36,35,36,35,35,35,35,36,36,35,36,10,Oligochaeta,Tubificida,CG,Tubificidae,
911DMP000,911DMP000,Acanthocyclops trajani,,4,Acanthocyclops,Distinct,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,Maxillopoda,Calanoida,CG,Cyclopidae,
911DMP000,911DMP000,Arctodiaptomus dorsalis,,2,Arctodiaptomus,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,Maxillopoda,Calanoida,CF,Diaptomidae,
911DMP000,911DMP000,Aulodrilus,,2,Aulodrilus,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,Oligochaeta,Tubificida,CG,Tubificidae,
911DMP000,911DMP000,Buenoa,,9,Buenoa,Distinct,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,NA,Insecta,Hemiptera,P,Notonectidae,
911DMP000,911DMP000,Corisella decolor,,2,Corisella,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,Insecta,Hemiptera,P,Corixidae,
911DMP000,911DMP000,Corixidae,,17,Corixidae,Non-Distinct,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,Insecta,Hemiptera,P,Corixidae,
911DMP000,911DMP000,Daphnia pulex,,229,Daphnia,Distinct,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,8,Branchipoda,Cladocera,CF,Daphniidae,
911DMP000,911DMP000,Dero,,29,Dero,Distinct,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,10,Oligochaeta,Tubificida,CG,Naididae,
911DMP000,911DMP000,Enallagma,,1,Enallagma,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,Insecta,Odonata,P,Coenagrionidae,
911DMP000,911DMP000,Helisoma,,2,Helisoma,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,Gastropoda,Basommatophora,SC,Planorbidae,
911DMP000,911DMP000,Helobdella stagnalis,,3,Helobdella,Distinct,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,Hirudinea,Rhynchobdellida,PA,Glossiphoniidae,
911DMP000,911DMP000,Hyalella,,130,Hyalella,Distinct,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,8,Malacostraca,Amphipoda,CG,Hyalellidae,
911DMP000,911DMP000,Macrocyclops albidus,,3,Macrocyclops,Distinct,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,Maxillopoda,Calanoida,CG,Cyclopidae,
911DMP000,911DMP000,Piona,,7,Piona,Distinct,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,Arachnida,Trombidiformes,P,Pionidae,
911DMP000,911DMP000,Simocephalus,,33,Simocephalus,Distinct,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,8,Branchipoda,Cladocera,CF,Daphniidae,
911DMP000,911DMP000,Trichocorixa,,1,Trichocorixa,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Insecta,Hemiptera,P,Corixidae,
911DMP000,911DMP000,Tubificidae,,8,Tubificidae,Non-Distinct,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,Oligochaeta,Tubificida,CG,Tubificidae,
911DMP000,911DMP000,Turbellaria,,4,Turbellaria,Distinct,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Turbellaria,,P,,
